family,tool,SP
RF00011,tcoffee,0.8422327919285767
RF00020,clustal,0.5731656065139533
RF00003,clustal,0.795571823487253
RF00028,mafft,0.3483196800619235
RF00011,mafft,0.8819783950375858
RF00019,muscle,0.26476026156278826
RF00002,muscle,0.43236580961069426
RF00028,clustal,0.2659485260917242
RF00011,clustal,0.8690501114205743
RF00019,tcoffee,0.5786726676769007
RF00002,tcoffee,0.9123978328461582
RF00027,muscle,0.2636410198420881
RF00019,mafft,0.6608701739359599
RF00002,mafft,0.9071326171547728
RF00027,tcoffee,0.8496178585444701
RF00019,clustal,0.6771560811701146
RF00002,clustal,0.908584833646739
RF00027,mafft,0.8442100081816186
RF00018,muscle,0.1595324695496848
RF00001,muscle,0.32442262566928237
RF00001,tcoffee,0.8315150161652737
RF00027,clustal,0.8375516339956232
RF00018,tcoffee,0.795146933826924
RF00001,mafft,0.7242204235281089
RF00026,muscle,0.06935761199622367
RF00009,muscle,0.025179190694416355
RF00018,mafft,0.8440443368669938
RF00026,tcoffee,0.8001592469009774
RF00009,tcoffee,0.4607833827454037
RF00018,clustal,0.7803996185890383
RF00026,mafft,0.814924290005423
RF00009,mafft,0.46742379770813497
RF00017,muscle,0.08495164902857431
RF00026,clustal,0.7035253832901358
RF00009,clustal,0.4749533832880321
RF00017,tcoffee,0.9078727055865157
RF00025,muscle,0.06936221124643373
RF00008,muscle,0.350008291415621
RF00017,mafft,0.9216315518990942
RF00025,tcoffee,0.49700892720188977
RF00008,tcoffee,0.8708639655077111
RF00017,clustal,0.9259540406195277
RF00025,mafft,0.4206828849280609
RF00008,mafft,0.8063070034823946
RF00033,muscle,0.3707865168539326
RF00016,muscle,0.023457134878525552
RF00025,clustal,0.4489983740835046
RF00008,clustal,0.8257199712564258
RF00033,tcoffee,0.9606741573033708
RF00016,tcoffee,0.7301033230941077
RF00024,muscle,0.037559197016051295
RF00007,muscle,0.24661109226897057
RF00033,mafft,0.8595505617977528
RF00016,mafft,0.7180955040491482
RF00024,tcoffee,0.58181132391769
RF00007,tcoffee,0.6823476910444297
RF00016,clustal,0.7654286512147445
RF00024,mafft,0.658761158375592
RF00007,mafft,0.6714874779100695
RF00032,muscle,0.6354808698685893
RF00015,muscle,0.23192387731097505
RF00033,clustal,0.9550561797752809
RF00030,clustal,0.43163553658972575
RF00034,tcoffee,0.6899866163766881
RF00034,clustal,0.6413188952427302
RF00034,mafft,0.6055481202092712
RF00034,muscle,0.1421097457111571
RF00035,muscle,0.6707202993451824
RF00035,mafft,0.9382600561272217
RF00035,tcoffee,0.9719363891487371
RF00035,clustal,0.9663236669784846
RF00030,mafft,0.4963450208991781
RF00030,muscle,0.026313187210235463
RF00030,tcoffee,0.3937678993188275
RF00037,clustal,0.9188662196223902
RF00036,tcoffee,0.9990569806260164
RF00036,muscle,0.5855807915085457
RF00036,mafft,0.9987916226781179
RF00036,clustal,0.9977216309527206
RF00010,tcoffee,0.7599550762203462
RF00010,muscle,0.053355615077967655
RF00010,clustal,0.7875239377558092
RF00037,mafft,0.9188662196223902
RF00037,tcoffee,0.9413135492462072
RF00039,tcoffee,0.8891129032258065
RF00037,muscle,0.4676051425944421
RF00038,clustal,0.9596525637433455
RF00038,mafft,0.9106192210703278
RF00039,clustal,0.8911290322580645
RF00039,mafft,0.842741935483871
RF00038,muscle,0.5019613337069208
RF00039,muscle,0.3951612903225806
RF00038,tcoffee,0.9840291398150742
RF00040,clustal,0.7234494477485132
RF00010,mafft,0.7573773141155212
RF00040,tcoffee,0.7548853016142736
RF00040,muscle,0.027612574341546302
RF00040,mafft,0.7374681393372983
RF00041,clustal,0.9742902497962721
RF00041,mafft,0.946140475663352
RF00041,tcoffee,0.9753124219828256
RF00041,muscle,0.5529904424545322
RF00042,clustal,0.9422545305620968
RF00042,mafft,0.9454455479335176
RF00042,tcoffee,0.9445240776765298
RF00042,muscle,0.3341182894781748
RF00043,clustal,0.8679718875502008
RF00043,mafft,0.9151606425702812
RF00043,tcoffee,0.8795180722891566
RF00043,muscle,0.30823293172690763
RF00044,mafft,1.0
RF00044,clustal,1.0
RF00044,tcoffee,0.9965811965811966
RF00044,muscle,0.29743589743589743
RF00045,clustal,0.8628496739881614
RF00045,mafft,0.8767439880612562
RF00046,muscle,1.0
RF00046,clustal,1.0
RF00046,mafft,1.0
RF00046,tcoffee,0.975609756097561
RF00047,clustal,0.826230655571973
RF00047,mafft,0.8459055914145734
RF00047,muscle,0.2643382067034762
RF00048,muscle,1.0
RF00048,tcoffee,1.0
RF00047,tcoffee,0.8734738315576639
RF00048,clustal,1.0
RF00048,mafft,1.0
RF00049,mafft,0.6801269586599583
RF00049,clustal,0.7673935980049353
RF00049,tcoffee,0.800074989318382
RF00049,muscle,0.17628593601492812
RF00052,clustal,0.8812615955473099
RF00045,tcoffee,0.8760529030578007
RF00045,muscle,0.11958274490950793
RF00052,mafft,0.9183673469387755
RF00052,tcoffee,0.891465677179963
RF00052,muscle,0.4313543599257885
RF00053,muscle,0.06718455307176205
RF00053,clustal,0.792196147543518
RF00050,clustal,0.9339035893792089
RF00051,tcoffee,0.9766347744995784
RF00050,mafft,0.9556601632274427
RF00050,muscle,0.3199476506164489
RF00054,mafft,0.7399568881050362
RF00050,tcoffee,0.9375420840915112
RF00051,muscle,0.0821534860107105
RF00054,tcoffee,0.6570644718792867
RF00054,muscle,0.5545757397609249
RF00051,mafft,0.924810357023747
RF00054,clustal,0.7066431510875956
RF00055,mafft,0.5891608391608392
RF00055,tcoffee,0.6741258741258741
RF00055,muscle,0.15664335664335666
RF00053,mafft,0.8323563058467056
RF00055,clustal,0.5664335664335665
RF00056,clustal,0.9403616128010139
RF00053,tcoffee,0.8195065392820703
RF00051,clustal,0.9293732594375395
RF00056,mafft,0.9189044676806084
RF00056,tcoffee,0.9417280576679341
RF00023,clustal,0.5224859589572984
RF00057,clustal,0.7601749075008409
RF00057,mafft,0.7748306184229494
RF00058,clustal,0.991991991991992
RF00057,tcoffee,0.8685791168132238
RF00058,tcoffee,0.994994994994995
RF00058,mafft,0.9679679679679679
RF00057,muscle,0.579212916246216
RF00058,muscle,0.25625625625625625
RF00056,muscle,0.3105790557667934
RF00060,clustal,0.9686274509803922
RF00060,muscle,0.35294117647058826
RF00060,tcoffee,0.9764705882352941
RF00023,mafft,0.44770843083685224
RF00060,mafft,0.9568627450980393
RF00062,clustal,0.7477102414654455
RF00062,tcoffee,0.8659450457951707
RF00062,muscle,0.0974188176519567
RF00062,mafft,0.742714404662781
RF00063,mafft,0.987460815047022
RF00063,tcoffee,0.9017763845350052
RF00063,muscle,0.47648902821316613
RF00063,clustal,0.9268547544409613
RF00064,mafft,0.7751322751322751
RF00065,mafft,0.9348171701112877
RF00065,clustal,0.8942766295707473
RF00064,clustal,0.8526077097505669
RF00064,muscle,0.17687074829931973
RF00065,muscle,0.24721780604133545
RF00065,tcoffee,0.9554848966613673
RF00023,muscle,0.04248809919814168
RF00064,tcoffee,0.8427815570672713
RF00067,clustal,0.6278741168914579
RF00067,mafft,0.6376364804110469
RF00066,clustal,0.69064364063525
RF00066,mafft,0.7257013836976918
RF00067,tcoffee,0.6763005780346821
RF00066,tcoffee,0.8360768280217852
RF00068,clustal,0.8810325476992144
RF00068,mafft,0.7721661054994389
RF00059,tcoffee,0.7531608706464406
RF00068,muscle,0.10213243546576879
RF00068,tcoffee,0.8619528619528619
RF00023,tcoffee,0.43297883884338667
RF00059,clustal,0.7088350588327683
RF00059,muscle,0.20146951035954086
RF00069,clustal,0.7389918007895536
RF00069,mafft,0.7260856361979957
RF00066,muscle,0.2726509939129506
RF00069,tcoffee,0.8474035833586395
RF00061,tcoffee,0.9955182621632956
RF00059,mafft,0.760704749813489
RF00067,muscle,0.19229287090558767
RF00061,clustal,0.9924385980487297
RF00061,mafft,0.9940274108473974
RF00061,muscle,0.016142215582610614
RF00069,muscle,0.19450349225630126
RF00070,clustal,0.9128409846972722
RF00070,tcoffee,0.9121756487025948
RF00070,muscle,0.9075182967398536
RF00070,mafft,0.8193612774451098
RF00072,mafft,0.7444444444444445
RF00072,clustal,0.8015873015873016
RF00072,tcoffee,0.8613756613756614
RF00073,clustal,0.7639073729039128
RF00073,tcoffee,0.7766835240883684
RF00071,clustal,0.871292450525287
RF00073,mafft,0.758850146393399
RF00071,tcoffee,0.8870266308331297
RF00071,mafft,0.882091375519179
RF00073,muscle,0.3939313281873836
RF00072,muscle,0.16825396825396827
RF00071,muscle,0.4211580747617884
RF00077,clustal,0.9629850746268657
RF00077,mafft,0.9844776119402985
RF00077,muscle,0.288955223880597
RF00077,tcoffee,0.9832835820895522
RF00075,clustal,0.7125807242704161
RF00075,muscle,0.25717321997874604
RF00075,mafft,0.7398430474944822
RF00075,tcoffee,0.6261137905665004
RF00074,clustal,0.8038311311490045
RF00078,tcoffee,0.8436140546569995
RF00078,clustal,0.7912994980479643
RF00078,muscle,0.1819297267150028
RF00078,mafft,0.724818739542666
RF00079,muscle,0.33207902163687675
RF00079,tcoffee,0.7845197031462319
RF00079,clustal,0.7925159402111425
RF00079,mafft,0.7956517194522839
RF00074,mafft,0.7771984644228194
RF00081,mafft,0.8313157894736842
RF00081,clustal,0.8397368421052631
RF00081,tcoffee,0.8336842105263158
RF00081,muscle,0.33210526315789474
RF00082,clustal,0.7301218804410912
RF00074,tcoffee,0.7779394696902062
RF00080,mafft,0.406453789071284
RF00074,muscle,0.14661302562271225
RF00076,clustal,0.8080817465082494
RF00076,mafft,0.7950844326043054
RF00080,muscle,0.0643317592384379
RF00080,clustal,0.36219173974964397
RF00080,tcoffee,0.35166029533018517
RF00076,muscle,0.1212343267514496
RF00076,tcoffee,0.7940799046801711
RF00082,mafft,0.7338943702843876
RF00082,tcoffee,0.7542077771329078
RF00082,muscle,0.05803830528148578
RF00084,tcoffee,0.9366666666666666
RF00086,mafft,0.742392444910808
RF00084,mafft,0.9113333333333333
RF00086,clustal,0.7896117523609654
RF00084,muscle,0.904
RF00084,clustal,0.9173333333333333
RF00085,clustal,0.8657842300028465
RF00085,tcoffee,0.8847850839738115
RF00085,muscle,0.3045829775120979
RF00085,mafft,0.8636493025903786
RF00086,muscle,0.21563483735571878
RF00086,tcoffee,0.7953830010493179
RF00083,mafft,0.9318024159789499
RF00083,tcoffee,0.9120200932902763
RF00083,muscle,0.25377347207271855
RF00087,muscle,0.36415605255240197
RF00087,mafft,0.8720288837629124
RF00083,clustal,0.9266116493242436
RF00087,tcoffee,0.8904823989569752
RF00087,clustal,0.9005114833015746
RF00088,clustal,0.9710601059338297
RF00088,muscle,0.40116680740001537
RF00088,tcoffee,0.9717509787364704
RF00088,mafft,0.962616105012666
RF00089,clustal,0.8734752562497101
RF00089,muscle,0.26079495385186213
RF00092,mafft,0.9455840455840456
RF00092,muscle,0.10541310541310542
RF00092,clustal,0.9427350427350427
RF00089,tcoffee,0.9375260887713928
RF00092,tcoffee,0.9555555555555556
RF00089,mafft,0.8920736515003942
RF00093,mafft,0.8276406952716665
RF00093,clustal,0.734532636440987
RF00091,clustal,0.9247122214058291
RF00091,tcoffee,0.958070046534411
RF00091,mafft,0.9322067107518981
RF00093,muscle,0.15108788136623313
RF00093,tcoffee,0.8174304120578583
RF00090,clustal,0.938374263170538
RF00090,tcoffee,0.9463939242751815
RF00090,mafft,0.9426058355045549
RF00090,muscle,0.2952307038453721
RF00091,muscle,0.14215037962282634
RF00094,muscle,0.26509113764927716
RF00094,tcoffee,0.6945317410433689
RF00094,clustal,0.6766561910747957
RF00094,mafft,0.6793966059082338
RF00095,mafft,0.8877271595718198
RF00095,muscle,0.25161812297734626
RF00095,tcoffee,0.8849887976101568
RF00095,clustal,0.8967513069454817
RF00097,mafft,0.9955073006364658
RF00097,muscle,0.8211344065892924
RF00097,tcoffee,0.9977536503182328
RF00097,clustal,0.9977536503182328
RF00099,muscle,0.2880751315419391
RF00099,mafft,0.9422930486859526
RF00096,clustal,0.7849268984194825
RF00096,tcoffee,0.7687197173264498
RF00101,clustal,0.9747461368653422
RF00099,tcoffee,0.9231465792235767
RF00096,mafft,0.825386666102448
RF00096,muscle,0.2061707889892728
RF00101,mafft,0.9724503311258278
RF00101,muscle,0.6063576158940397
RF00099,clustal,0.9381221230560263
RF00101,tcoffee,0.9809271523178807
RF00104,mafft,0.9316318844432628
RF00104,tcoffee,0.9344454783109575
RF00104,clustal,0.8886304222606229
RF00104,muscle,0.3049315432673136
RF00105,mafft,0.9697139224411951
RF00100,mafft,0.8500018879777013
RF00102,clustal,0.7542593100059531
RF00100,tcoffee,0.8543819962446407
RF00105,tcoffee,0.9781818181818182
RF00102,mafft,0.7611526359057708
RF00100,clustal,0.8454776068681196
RF00102,tcoffee,0.6575826584897994
RF00100,muscle,0.2665824514189011
RF00107,muscle,0.387719298245614
RF00102,muscle,0.15592901622459296
RF00106,mafft,0.8643061359137894
RF00107,mafft,0.9377192982456141
RF00106,muscle,0.26918847591818784
RF00107,tcoffee,0.9403508771929825
RF00106,clustal,0.9819661315152848
RF00105,muscle,0.2958931977113795
RF00106,tcoffee,0.9601935341983725
RF00105,clustal,0.9779275270184361
RF00107,clustal,0.9517543859649122
RF00103,tcoffee,0.8915717825664189
RF00103,muscle,0.17640914651359743
RF00103,clustal,0.891992095605533
RF00103,mafft,0.9050719864496095
RF00109,clustal,0.7842308729659264
RF00109,mafft,0.7668794390002697
RF00108,tcoffee,0.9531761144475367
RF00108,clustal,0.9310482886577803
RF00108,mafft,0.9543284019334993
RF00108,muscle,0.26673502270396954
RF00109,tcoffee,0.8656837184212892
RF00109,muscle,0.25020228355659446
RF00110,clustal,0.8690858980248047
RF00110,mafft,0.8801102434542949
RF00110,tcoffee,0.9839228295819936
RF00110,muscle,0.7441433164905834
RF00111,mafft,0.8377109200891436
RF00111,clustal,0.8350843680356574
RF00112,clustal,0.8373176836109433
RF00111,tcoffee,0.8880929640241961
RF00112,tcoffee,0.9106757573142314
RF00111,muscle,0.0645495065265839
RF00112,muscle,0.3826702338827997
RF00112,mafft,0.9226719599551221
RF00113,mafft,0.8473020106688551
RF00113,clustal,0.8582786212556421
RF00113,tcoffee,0.9023389413212967
RF00115,tcoffee,0.8691099476439791
RF00115,muscle,0.35602094240837695
RF00115,clustal,0.900523560209424
RF00115,mafft,0.8586387434554974
RF00116,clustal,0.9888785912882299
RF00116,muscle,0.6765523632993512
RF00113,muscle,0.31862946245383666
RF00116,mafft,1.0
RF00116,tcoffee,0.9888785912882299
RF00117,mafft,1.0
RF00117,tcoffee,1.0
RF00117,clustal,1.0
RF00114,mafft,0.7787600202464893
RF00114,muscle,0.25405224065071275
RF00114,tcoffee,0.8443374571822067
RF00114,clustal,0.800633879910068
RF00117,muscle,1.0
RF00118,clustal,0.946987951807229
RF00118,mafft,0.9686746987951808
RF00118,tcoffee,0.9373493975903614
RF00118,muscle,0.18714859437751005
RF00119,mafft,1.0
RF00119,tcoffee,1.0
RF00119,clustal,1.0
RF00119,muscle,1.0
RF00122,muscle,0.9234154929577465
RF00121,clustal,0.7617888652266505
RF00121,mafft,0.7505324003650745
RF00122,clustal,0.9894366197183099
RF00122,tcoffee,0.9894366197183099
RF00121,tcoffee,0.7894736842105263
RF00121,muscle,0.3285670824459994
RF00122,mafft,0.9753521126760564
RF00124,clustal,0.983284169124877
RF00124,muscle,0.49901671583087515
RF00125,mafft,0.9463858305409286
RF00124,tcoffee,0.9911504424778761
RF00124,mafft,0.9847590953785644
RF00125,muscle,0.27573001436093825
RF00125,clustal,0.8946864528482528
RF00125,tcoffee,0.9521302058401149
RF00126,tcoffee,0.9430410143117857
RF00126,mafft,0.9469791566612237
RF00126,clustal,0.9477475746806263
RF00126,muscle,0.13917971376428778
RF00128,clustal,0.9076683837107591
RF00128,muscle,0.271357760715327
RF00128,mafft,0.8987753911944796
RF00128,tcoffee,0.9124307512877831
RF00130,clustal,0.9457214502141887
RF00130,tcoffee,0.9375457110019851
RF00130,mafft,0.9544196008776512
RF00127,clustal,0.8561006130034188
RF00127,tcoffee,0.8553334276797485
RF00127,muscle,0.1389573727999285
RF00130,muscle,0.30520583011179603
RF00127,mafft,0.8091272708313161
RF00129,mafft,0.9781229298452986
RF00129,clustal,0.9828639900242898
RF00129,tcoffee,0.9824743138451947
RF00129,muscle,0.3620481379973242
RF00131,clustal,0.897844128561337
RF00131,mafft,0.9098094239576036
RF00132,clustal,0.9389495225102319
RF00132,tcoffee,0.8922237380627558
RF00134,clustal,0.7117591325402673
RF00134,mafft,0.7829771554900515
RF00134,muscle,0.19354668912517106
RF00134,tcoffee,0.8307716601747552
RF00132,muscle,0.2704638472032742
RF00133,tcoffee,0.7184345418870067
RF00132,mafft,0.9111527967257844
RF00133,mafft,0.782987633915217
RF00135,clustal,1.0
RF00133,clustal,0.7540168227426445
RF00133,muscle,0.12047172633382852
RF00135,tcoffee,1.0
RF00135,muscle,0.8585106382978723
RF00135,mafft,1.0
RF00136,tcoffee,0.9436481331637961
RF00136,clustal,0.9469425499942203
RF00137,clustal,0.9683944374209861
RF00137,muscle,0.20417193426042984
RF00137,mafft,0.9292035398230089
RF00136,muscle,0.37336724078141253
RF00131,muscle,0.1000609244779394
RF00136,mafft,0.9727777135591261
RF00131,tcoffee,0.875537218831591
RF00137,tcoffee,0.9367888748419722
RF00138,clustal,0.9779874213836478
RF00138,muscle,0.27672955974842767
RF00138,tcoffee,0.9737945492662474
RF00138,mafft,0.9779874213836478
RF00139,muscle,0.5239513108614232
RF00139,tcoffee,0.9893445692883895
RF00139,clustal,0.9886516853932584
RF00140,clustal,0.6733925854752182
RF00140,mafft,0.6881922758694318
RF00140,tcoffee,0.7055141858168522
RF00139,mafft,0.9698501872659177
RF00142,mafft,0.8960538979788258
RF00143,tcoffee,0.8912579473206176
RF00140,muscle,0.06609816638642005
RF00143,muscle,0.15342870118074478
RF00142,clustal,0.9230028873917228
RF00142,muscle,0.3599615014436959
RF00142,tcoffee,0.9634263715110684
RF00143,clustal,0.8861262488646685
RF00143,mafft,0.9108764759309719
RF00145,clustal,0.6024590163934426
RF00145,mafft,0.6371584699453552
RF00145,tcoffee,0.6360655737704918
RF00145,muscle,0.2407103825136612
RF00147,muscle,0.06672038678485093
RF00147,clustal,0.8763900080580177
RF00147,mafft,0.83883964544722
RF00149,tcoffee,0.8916374082349187
RF00149,mafft,0.8252473667411426
RF00149,clustal,0.8777529524417491
RF00149,muscle,0.6066070858601978
RF00144,clustal,0.9910163678419552
RF00147,tcoffee,0.8409347300564062
RF00150,clustal,0.7844073190135242
RF00150,tcoffee,0.8568019093078759
RF00151,clustal,0.9345262661399681
RF00151,tcoffee,0.9457284358233595
RF00153,mafft,0.9592842323651453
RF00144,muscle,0.13702138020494437
RF00151,mafft,0.9395967218913979
RF00150,mafft,0.8138424821002387
RF00153,muscle,0.5182831950207469
RF00153,tcoffee,0.9898858921161826
RF00150,muscle,0.5067621320604614
RF00153,clustal,0.9849585062240664
RF00144,mafft,0.985634584465033
RF00144,tcoffee,0.9815415744864847
RF00152,muscle,0.2507455605259591
RF00151,muscle,0.5489947526678851
RF00154,tcoffee,0.8747650777379122
RF00152,clustal,0.8082553883692558
RF00152,mafft,0.8265893994848854
RF00154,clustal,0.8663933025798736
RF00154,muscle,0.28936727604077683
RF00154,mafft,0.8664502534312888
RF00157,muscle,0.29906979856789134
RF00157,tcoffee,0.9819313390885365
RF00152,tcoffee,0.8325199945777416
RF00156,mafft,0.966724419501115
RF00155,mafft,0.980303641682639
RF00157,clustal,0.9646657297731379
RF00159,tcoffee,0.9437086092715232
RF00158,clustal,0.9473138165907348
RF00155,tcoffee,0.9817663673963483
RF00158,tcoffee,0.9529072127745951
RF00159,muscle,0.19619205298013245
RF00156,tcoffee,0.9633753077618151
RF00155,muscle,0.6120246141430444
RF00158,mafft,0.9493436781090713
RF00155,clustal,0.9725865025723797
RF00156,muscle,0.3872368999162722
RF00159,clustal,0.9718543046357616
RF00157,mafft,0.9720270360704009
RF00156,clustal,0.939202016098948
RF00158,muscle,0.43375885245162166
RF00161,mafft,0.9032069970845481
RF00161,muscle,0.4402332361516035
RF00161,tcoffee,0.9177842565597668
RF00161,clustal,0.9113702623906705
RF00160,muscle,0.2506610259122158
RF00160,clustal,0.8439978847170809
RF00159,mafft,0.9238410596026491
RF00164,clustal,0.992619926199262
RF00163,clustal,0.7219588376373474
RF00164,mafft,0.992619926199262
RF00163,muscle,0.425623291873501
RF00160,tcoffee,0.8857747223691169
RF00163,tcoffee,0.6974175916113559
RF00160,mafft,0.8106821787414067
RF00164,tcoffee,0.987866094877165
RF00165,mafft,0.7731769879076584
RF00164,muscle,0.7645689970413218
RF00165,clustal,0.7617543371956381
RF00165,tcoffee,0.8673885849306934
RF00163,mafft,0.6302080428356295
RF00166,muscle,0.13214853834719795
RF00165,muscle,0.45655222956495367
RF00166,mafft,0.7160664458758181
RF00166,clustal,0.7535400422458081
RF00166,tcoffee,0.7461861423318643
RF00168,mafft,0.7653957531540887
RF00167,muscle,0.4544138879457871
RF00167,tcoffee,0.9193242132530383
RF00170,clustal,0.9388048956083513
RF00167,mafft,0.9496475085536477
RF00167,clustal,0.8695250082021279
RF00170,tcoffee,0.9229661627069834
RF00168,tcoffee,0.728338891238137
RF00168,clustal,0.7116544713924023
RF00170,mafft,0.871130309575234
RF00168,muscle,0.17564406570995766
RF00170,muscle,0.28725701943844495
RF00172,clustal,0.8649446494464945
RF00171,tcoffee,0.8809080759211017
RF00171,mafft,0.85243766282099
RF00172,tcoffee,0.8527675276752767
RF00171,muscle,0.12969854856717528
RF00172,muscle,0.26642066420664207
RF00173,tcoffee,1.0
RF00173,mafft,0.9881422924901185
RF00173,clustal,0.9881422924901185
RF00172,mafft,0.7435424354243543
RF00173,muscle,0.7312252964426877
RF00171,clustal,0.8825828061034611
RF00175,mafft,0.9689432747308675
RF00175,tcoffee,0.9699943573459611
RF00175,clustal,0.9541285418718122
RF00175,muscle,0.6320325724970404
RF00176,mafft,0.9752489536729687
RF00176,clustal,0.9919180256891327
RF00176,muscle,0.2780343483908212
RF00176,tcoffee,0.98268148361957
RF00169,mafft,0.6924097031709352
RF00169,muscle,0.050226608540381155
RF00169,clustal,0.7368940568434512
RF00169,tcoffee,0.6856288753387642
RF00178,clustal,0.9683497812270448
RF00178,tcoffee,0.9493548593146178
RF00179,clustal,1.0
RF00178,muscle,0.13154322761968637
RF00179,mafft,0.9604722792607803
RF00179,tcoffee,0.9902464065708418
RF00179,muscle,0.9117043121149897
RF00180,mafft,0.9404255319148936
RF00180,clustal,0.9957446808510638
RF00180,tcoffee,0.9914893617021276
RF00180,muscle,0.4734042553191489
RF00181,mafft,0.9106576408646456
RF00162,muscle,0.2871721986916205
RF00181,tcoffee,0.8383285915170542
RF00181,clustal,0.9273602799306714
RF00182,tcoffee,0.9850746268656716
RF00182,clustal,0.9819651741293532
RF00182,muscle,0.7742537313432836
RF00182,mafft,0.9807213930348259
RF00181,muscle,0.3680466987148043
RF00183,clustal,0.8527601726830164
RF00184,clustal,1.0
RF00183,mafft,0.8773766877927803
RF00183,tcoffee,0.8883071553228621
RF00183,muscle,0.14356572058418296
RF00184,mafft,1.0
RF00184,tcoffee,1.0
RF00184,muscle,1.0
RF00162,clustal,0.883140618723299
RF00162,mafft,0.8022533690849133
RF00186,clustal,0.9298177754856455
RF00186,mafft,0.9293020457280385
RF00186,tcoffee,0.9410778751933987
RF00186,muscle,0.32336255801959773
RF00185,tcoffee,0.6220813197909631
RF00185,mafft,0.567087843996092
RF00185,clustal,0.6026595151761536
RF00187,mafft,0.9125455491931286
RF00187,clustal,0.9143675169182718
RF00187,muscle,0.35684539302446644
RF00187,tcoffee,0.9164497657470068
RF00189,clustal,0.9873417721518988
RF00189,mafft,0.9873417721518988
RF00188,clustal,0.9423671497584541
RF00188,mafft,0.964975845410628
RF00188,muscle,0.37676328502415457
RF00188,tcoffee,0.9599355877616748
RF00189,tcoffee,0.9873417721518988
RF00189,muscle,0.48874824191279886
RF00178,mafft,0.9702979783462681
RF00190,tcoffee,0.8986461424332344
RF00190,clustal,0.893156528189911
RF00190,muscle,0.3085126112759644
RF00190,mafft,0.8868694362017804
RF00191,clustal,0.9631401660623484
RF00192,clustal,1.0
RF00192,mafft,1.0
RF00192,tcoffee,1.0
RF00192,muscle,1.0
RF00191,tcoffee,0.9755841146559677
RF00191,mafft,0.956961101933103
RF00191,muscle,0.3797764380269905
RF00193,clustal,0.9930668841761827
RF00193,mafft,0.9949021207177814
RF00193,tcoffee,0.9940864600326265
RF00193,muscle,0.5463907014681892
RF00194,tcoffee,0.9902966148417687
RF00194,mafft,0.9902966148417687
RF00194,muscle,0.974087550997905
RF00195,clustal,0.8690421101341971
RF00196,clustal,1.0
RF00195,mafft,0.8948017892950795
RF00194,clustal,0.9902966148417687
RF00195,tcoffee,0.8793768317137128
RF00196,mafft,1.0
RF00196,tcoffee,1.0
RF00195,muscle,0.2201141446861021
RF00196,muscle,1.0
RF00198,mafft,0.9870668681332753
RF00198,muscle,0.9070863318564807
RF00198,clustal,0.9860680718108945
RF00198,tcoffee,0.9946218659564116
RF00162,tcoffee,0.8289425701424921
RF00200,mafft,0.8751297781972629
RF00199,clustal,0.8937795326558353
RF00199,tcoffee,0.919390683323624
RF00199,mafft,0.8728936069216994
RF00200,clustal,0.8532326569136385
RF00199,muscle,0.263814270610827
RF00200,tcoffee,0.8851344974044361
RF00200,muscle,0.17791411042944785
RF00201,tcoffee,0.9958402662229617
RF00201,muscle,0.9538269550748752
RF00201,mafft,0.9750415973377704
RF00202,mafft,0.9285714285714286
RF00202,clustal,0.9322820037105751
RF00201,clustal,0.9958402662229617
